timestamp,cpu,memory,latency,rps,replicas,delta_rps
2026-05-15 10:25:22,0.001678,170618880,0.002289,0.2,1,0.0
2026-05-15 10:25:37,0.00194,170614784,0.002289,0.2,1,0.0
2026-05-15 10:25:52,0.001582,170614784,0.002697,1.711111,1,1.511111
2026-05-15 10:26:07,0.007244,170635264,0.002467,4.733333,1,3.022222
2026-05-15 10:26:22,0.010536,170627072,0.002511,7.622222,1,2.888889
2026-05-15 10:26:37,0.01152,170631168,0.002423,9.044444,1,1.422222
2026-05-15 10:26:52,0.00867,170627072,0.002444,8.511111,1,-0.533333
2026-05-15 10:27:07,0.01045,170762240,0.002444,8.511111,1,0.0
2026-05-15 10:27:22,0.010173,170758144,0.002412,8.711111,1,0.2
2026-05-15 10:27:37,0.008436,170778624,0.002445,8.933333,1,0.222222
2026-05-15 10:27:52,0.010581,170643456,0.002395,9.2,1,0.266667
2026-05-15 10:28:07,0.010797,170659840,0.002604,8.777778,1,-0.422222
2026-05-15 10:28:22,0.008276,170659840,0.002381,9.044444,1,0.266667
2026-05-15 10:28:37,0.011167,170647552,0.002418,8.844444,1,-0.2
2026-05-15 10:28:52,0.011034,170676224,0.002374,9.244444,1,0.4
2026-05-15 10:29:07,0.010286,170684416,0.002395,9.111111,1,-0.133333
2026-05-15 10:29:22,0.010286,170684416,0.002301,9.155556,1,0.044444
2026-05-15 10:29:37,0.0108,170704896,0.002224,9.022222,1,-0.133333
2026-05-15 10:29:52,0.011321,170700800,0.002345,9.111111,1,0.088889
2026-05-15 10:30:07,0.010939,170835968,0.00244,9.088889,1,-0.022222
2026-05-15 10:30:22,0.01042,170713088,0.002482,8.755556,1,-0.333333
2026-05-15 10:30:37,0.01031,170835968,0.002492,8.533333,1,-0.222222
2026-05-15 10:30:52,0.007917,170835968,0.002401,8.266667,1,-0.266667
2026-05-15 10:31:07,0.011484,170864640,0.002442,8.577778,1,0.311111
2026-05-15 10:31:22,0.009789,170864640,0.002442,8.577778,1,-0.0
2026-05-15 10:31:37,0.011106,170897408,0.002426,8.866667,1,0.288889
2026-05-15 10:31:52,0.008961,170897408,0.002411,9.044444,1,0.177778
2026-05-15 10:32:07,0.011384,170770432,0.00242,9.511111,1,0.466667
2026-05-15 10:32:22,0.009241,170770432,0.002387,9.622222,1,0.111111
2026-05-15 10:32:37,0.011821,170774528,0.00238,9.222222,1,-0.4
2026-05-15 10:32:52,0.009265,170774528,0.002343,9.044444,1,-0.177778
2026-05-15 10:33:07,0.010608,170803200,0.0024,8.555556,1,-0.488889
2026-05-15 10:33:22,0.008844,170803200,0.00241,8.755556,1,0.2
2026-05-15 10:33:37,0.010698,170852352,0.002424,8.644444,1,-0.111111
2026-05-15 10:33:52,0.010885,170921984,0.00243,8.822222,1,0.177778
2026-05-15 10:34:07,0.011101,170921984,0.002441,9.066667,1,0.244444
2026-05-15 10:34:22,0.011078,170930176,0.0026,9.022222,1,-0.044444
2026-05-15 10:34:37,0.011119,170934272,0.002529,9.066667,1,0.044444
2026-05-15 10:34:52,0.008976,171048960,0.002416,8.755556,1,-0.311111
2026-05-15 10:35:07,0.012202,170946560,0.002416,8.711111,1,-0.044444
2026-05-15 10:35:22,0.01235,171008000,0.002538,8.733333,1,0.022222
2026-05-15 10:35:37,0.008935,171069440,0.002648,8.733333,1,0.0
2026-05-15 10:35:52,0.008589,170942464,0.002423,8.533333,1,-0.2
2026-05-15 10:36:07,0.010364,170946560,0.002352,8.844444,1,0.311111
2026-05-15 10:36:22,0.010982,170946560,0.002311,8.711111,1,-0.133333
2026-05-15 10:36:37,0.011448,171094016,0.002318,9.088889,1,0.377778
2026-05-15 10:36:52,0.009375,171094016,0.002305,8.777778,1,-0.311111
2026-05-15 10:37:07,0.010592,170958848,0.002383,8.755556,1,-0.022222
2026-05-15 10:37:22,0.010928,170958848,0.002428,8.755556,1,0.0
2026-05-15 10:37:37,0.01112,171155456,0.002511,9.044444,1,0.288889
2026-05-15 10:37:52,0.00923,170946560,0.002405,9.2,1,0.155556
2026-05-15 10:38:07,0.008167,171085824,0.002445,8.977778,1,-0.222222
2026-05-15 10:38:22,0.008665,170971136,0.002413,8.8,1,-0.177778
2026-05-15 10:38:37,0.01036,170979328,0.002506,8.644444,1,-0.155556
2026-05-15 10:38:52,0.007942,170979328,0.002519,8.666667,1,0.022222
